题目,评委ID,TOPSIS_熵权,TOPSIS_CRITIC,TOPSIS_CV,TOPSIS_标准差,TOPSIS_PCA,TOPSIS_GRA,排名_熵权,排名_CRITIC,排名_CV,排名_标准差,排名_PCA,排名_GRA
E,专家E26,0.5675210916930347,0.5677096220298874,0.5613499577986906,0.5754670859203431,0.5772513032260409,0.5904618710737094,20,24,22,24,24,25
E,专家E27,0.7664078093446268,0.7977814978730076,0.7830116054714551,0.8066308341189066,0.8098374857803627,0.8209928869525707,4,4,4,3,3,3
E,专家E28,0.0,0.0,0.0,0.0,0.0,0.0,38,38,38,38,38,38
E,专家E29,0.7898151151219288,0.8069755541231941,0.7974007431090135,0.8128757141203482,0.8150626449065663,0.8223674208536544,2,2,2,2,2,2
E,专家E30,0.7560071676807454,0.7870930372609883,0.7780051863348477,0.7881756491287917,0.7897608765609546,0.7868614542980178,5,5,5,5,5,5
E,专家E31,0.5372018894428316,0.5994903624966827,0.5722324821639944,0.6111712120517044,0.6166912070507928,0.6263726644471086,24,21,21,21,21,21
E,专家E32,0.6886145382853434,0.7279944261149093,0.7112265301379089,0.7349547528931812,0.7384028060218031,0.7437371482098084,10,9,9,9,9,9
E,专家E33,0.5094110627168548,0.49859072363972945,0.4885485438125061,0.5036716981848463,0.5067645492012275,0.5086560729246288,25,33,30,33,33,33
E,专家E34,0.4132567745429302,0.5157839151817681,0.47904382235053644,0.5298639247132051,0.5367946267376991,0.5480281163557577,34,30,31,30,30,30
E,专家E35,0.4991544774318153,0.5796295139817011,0.55327125429707,0.5919824588679291,0.5969408707895422,0.6109036847169056,27,22,24,22,22,22
E,专家E36,0.4322593557917282,0.501666750885905,0.4680039931725489,0.5156921428781701,0.5225338828292966,0.5330689815482279,32,32,33,32,32,32
E,专家E37,0.5405587796488616,0.5768935268497994,0.5533282265774905,0.5859963974402516,0.5911986618853265,0.5953806806871315,23,23,23,23,23,23
E,专家E38,0.5478777568552371,0.6101882570207994,0.5804626520953484,0.6243927203147583,0.630533669641248,0.6443323994721386,22,20,20,20,20,20
